upc;title;category;price;rating;num_reviews;in_stock;num_available;url
e88fb1c9397cfb27;The Song of Achilles;Add a comment;37.40;Five;0;In stock;14;https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
012094e90a4b908d;The Rosie Project (Don Tillman #1);Default;54.04;One;0;In stock;14;https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
6bdd909329435e80;The Power of Habit: Why We Do What We Do in Life and Business;Default;16.88;Three;0;In stock;14;https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
52cf2a5933ec5d8f;The Marriage of Opposites;Historical Fiction;28.08;Four;0;In stock;14;https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
4e812d32d64e2431;The Lucifer Effect: Understanding How Good People Turn Evil;Psychology;10.40;One;0;In stock;14;https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
f21effc079a2b38a;The Long Haul (Diary of a Wimpy Kid #9);Humor;44.07;One;0;In stock;14;https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
2d88a31f325dfd3b;The Loney;Horror;23.40;One;0;In stock;14;https://books.toscrape.com/catalogue/the-loney_756/index.html
4881cc53f6c8892f;The Literature Book (Big Ideas Simply Explained);Nonfiction;17.43;Three;0;In stock;14;https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
3bc89353f7e3a3cc;The Last Mile (Amos Decker #2);Mystery;54.21;Two;0;In stock;14;https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
f72f61ad6a5f12ed;The Immortal Life of Henrietta Lacks;Add a comment;40.67;Two;0;In stock;14;https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
992974ba6a0536ea;The Hidden Oracle (The Trials of Apollo #1);Fantasy;52.26;Two;0;In stock;14;https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
ddc8340dabc8641b;The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth;Food and Drink;28.77;Three;0;In stock;14;https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
847935fc68707426;The Guilty (Will Robie #4);Thriller;13.82;Two;0;In stock;14;https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
a86972014275e072;The First Hostage (J.B. Collins #2);Fiction;25.85;Three;0;In stock;14;https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
3d76bc83c6b644c9;The Dovekeepers;Add a comment;48.78;One;0;In stock;14;https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
6edacfd1f8ebb9eb;The Darkest Lie;Young Adult;35.35;Five;0;In stock;14;https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
dc6f688b82e42a5b;The Bane Chronicles (The Bane Chronicles #1-11);Fantasy;44.73;Four;0;In stock;14;https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
923831a05c9f91f7;The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts;Nonfiction;15.77;One;0;In stock;14;https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
1b8187fa4bf6ab05;The 14th Colony (Cotton Malone #11);Thriller;39.24;One;0;In stock;14;https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
0c7b9cf2b7662b65;That Darkness (Gardiner and Renner #1);Mystery;13.92;One;0;In stock;14;https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
2d1e337aaf341858;Tastes Like Fear (DI Marnie Rome #3);Mystery;10.69;One;0;In stock;14;https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
2c04320e110a14a3;Take Me with You;Fiction;45.21;Three;0;In stock;14;https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
4c8b7540409da4ac;Swell: A Year of Waves;Nonfiction;45.58;One;0;In stock;14;https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
ac8e3949d284e9a9;Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1);Sequential Art;11.89;Five;0;In stock;14;https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
fe44cc816576c652;Still Life with Bread Crumbs;Fiction;26.41;Three;0;In stock;14;https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
95019eac1c0a052f;Steve Jobs;Default;39.50;Five;0;In stock;14;https://books.toscrape.com/catalogue/steve-jobs_737/index.html
3edcccc4f341fb1a;Sorting the Beef from the Bull: The Science of Food Fraud Forensics;Science;44.74;Four;0;In stock;14;https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
a278db6b2b09cf9f;Someone Like You (The Harrisons #2);Contemporary;52.79;Five;0;In stock;14;https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
394f6d30cafc3edb;So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6);Sequential Art;35.43;Four;0;In stock;14;https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
830fb3967c74866d;Shtum;Fiction;55.84;Four;0;In stock;14;https://books.toscrape.com/catalogue/shtum_733/index.html
f9705c362f070608;See America: A Celebration of Our National Parks & Treasured Sites;Travel;48.87;Three;0;In stock;14;https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
86cbddb61ea78bb7;salt.;Poetry;46.78;Four;0;In stock;14;https://books.toscrape.com/catalogue/salt_731/index.html
85b2176b3b194030;Robin War;Sequential Art;47.82;Three;0;In stock;14;https://books.toscrape.com/catalogue/robin-war_730/index.html
31e2e2d9cca3778f;Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1);Sequential Art;25.48;Two;0;In stock;14;https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
a6454e329f872b78;Rain Fish;Childrens;23.57;Three;0;In stock;14;https://books.toscrape.com/catalogue/rain-fish_728/index.html
aa35446aab16017f;Quarter Life Poetry: Poems for the Young, Broke and Hangry;Poetry;50.89;Five;0;In stock;14;https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
af58a74e4b2a23a0;Pet Sematary;Horror;10.56;Three;0;In stock;14;https://books.toscrape.com/catalogue/pet-sematary_726/index.html
8ecf0356a3878811;Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress;Self Help;52.15;Three;0;In stock;14;https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
e34efcc824685332;Once Was a Time;Childrens;18.28;Two;0;In stock;14;https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
02b74068fa98d8a4;Old School (Diary of a Wimpy Kid #10);Humor;11.83;Five;0;In stock;14;https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
132ec5e8c984adef;No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon;Nonfiction;21.95;Two;0;In stock;14;https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
71e36f33981ddb74;Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14);Sequential Art;38.39;Two;0;In stock;14;https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
727bf2b86b19ad88;My Name Is Lucy Barton;Fiction;41.56;One;0;In stock;14;https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
cc82685d9f49bc2c;My Mrs. Brown;Fiction;24.48;Three;0;In stock;14;https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
137b0b2775701e11;My Kind of Crazy;Young Adult;40.36;One;0;In stock;14;https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
caa2e5b3fb1b2d4c;Mr. Mercedes (Bill Hodges Trilogy #1);Fiction;28.90;One;0;In stock;14;https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
47d47155e89c8be7;More Than Music (Chasing the Dream #1);Add a comment;37.61;Two;0;In stock;14;https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
b96fc7a0ea7d4b45;Made to Stick: Why Some Ideas Survive and Others Die;Business;38.85;Five;0;In stock;14;https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
5b43cae640f2338a;Luis Paints the World;Childrens;53.95;Three;0;In stock;14;https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
d512871626a5e588;Luckiest Girl Alive;Default;49.83;Three;0;In stock;14;https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
a10c7515834240f3;Lowriders to the Center of the Earth (Lowriders in Space #2);Sequential Art;51.51;Two;0;In stock;14;https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
adb5f51c2e2ab13f;Love Is a Mix Tape (Music #1);Music;18.03;One;0;In stock;14;https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
24af96df0bafb925;Looking for Lovely: Collecting the Moments that Matter;Nonfiction;29.14;Five;0;In stock;14;https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
17fb5a88180f9904;Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments;Default;46.91;Four;0;In stock;14;https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
1174156c4a0eccaa;Let It Out: A Journey Through Journaling;Nonfiction;26.79;Five;0;In stock;14;https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
708345c9897fd7c5;Lady Midnight (The Dark Artifices #1);Default;16.28;Five;0;In stock;14;https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
245e6bf08b8d2955;It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes;Food and Drink;19.55;One;0;In stock;14;https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
2b52334fab158861;Island of Dragons (Unwanteds #7);Fantasy;29.65;One;0;In stock;14;https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
b8a8ff84233f0570;I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction;Humor;25.98;Four;0;In stock;14;https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
aeff7b87a8e83ebb;I Am Pilgrim (Pilgrim #1);Fiction;10.60;Four;0;In stock;14;https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
fbb21a2f71f4d981;Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;Humor;14.75;Five;0;In stock;14;https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
6b6cd77fbc91b7a6;Hush, Hush (Hush, Hush #1);Default;47.02;Three;0;In stock;14;https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
0b165bd4b9f42fd5;Hold Your Breath (Search and Rescue #1);Romance;28.82;One;0;In stock;14;https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
afa829857f82f99e;Hamilton: The Revolution;Nonfiction;58.79;Three;0;In stock;14;https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
f201f263d8c23f97;Greek Mythic History;Default;10.23;Five;0;In stock;14;https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
eec424a84c9e4c68;God: The Most Unpleasant Character in All Fiction;Religion;30.03;Five;0;In stock;14;https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
de4b403cb629a29f;Glory over Everything: Beyond The Kitchen House;Historical Fiction;45.84;Three;0;In stock;14;https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
9194ae88379dbf1a;Feathers: Displays of Brilliant Plumage;Art;49.05;Three;0;In stock;14;https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
ac4dde0d1be05de0;Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years;Nonfiction;15.06;Four;0;In stock;14;https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
a2bd4ca82d908442;Every Last Word;Default;46.47;Three;0;In stock;14;https://books.toscrape.com/catalogue/every-last-word_693/index.html
9eaf58b03a2779cc;Eligible (The Austen Project #4);Fiction;27.09;Three;0;In stock;14;https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
27c5968fe43cc06e;El Deafo;Sequential Art;57.62;Five;0;In stock;14;https://books.toscrape.com/catalogue/el-deafo_691/index.html
1d6dd0c87d90fe92;Eight Hundred Grapes;Fiction;14.39;Four;0;In stock;14;https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
a01f6d368ef64dc5;Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life;Nonfiction;51.75;Five;0;In stock;14;https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
047dfa57ba0bf638;Eat Fat, Get Thin;Health;54.07;Two;0;In stock;14;https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
ad2887ce04583910;Don't Get Caught;Young Adult;55.35;One;0;In stock;14;https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
bf5de316a5e9a4ab;Doctor Sleep (The Shining #2);Horror;40.12;Two;0;In stock;14;https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
3c6fe637a0180b01;Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3);Fantasy;37.51;Five;0;In stock;14;https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
94a958ea126cdcd5;Dear Mr. Knightley;Fiction;11.21;Five;0;In stock;14;https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
0e94a089328be4bc;Daily Fantasy Sports;Default;36.58;One;0;In stock;14;https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
4b9d9cfe0f435788;Crazy Love: Overwhelmed by a Relentless God;Christian;47.72;Two;0;In stock;14;https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
28cf0d1c51b491e5;Cometh the Hour (The Clifton Chronicles #6);Fiction;25.01;Three;0;In stock;14;https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
33a3e0e3ffde0dcd;Code Name Verity (Code Name Verity #1);Add a comment;22.13;Four;0;In stock;14;https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
42b0c50fc44140ec;Clockwork Angel (The Infernal Devices #1);Default;44.14;One;0;In stock;14;https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
966ebb738e0f9d9b;City of Glass (The Mortal Instruments #3);Fantasy;56.02;Four;0;In stock;14;https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
1e264c677d4ee4ae;City of Fallen Angels (The Mortal Instruments #4);Default;11.23;Four;0;In stock;14;https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
5b987e54ee72525c;City of Bones (The Mortal Instruments #1);Default;43.28;One;0;In stock;14;https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
8a6ec2761f91dad2;City of Ashes (The Mortal Instruments #2);Default;47.27;One;0;In stock;14;https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
bfbb54bc8cdeed2b;Cell;Add a comment;20.29;Four;0;In stock;14;https://books.toscrape.com/catalogue/cell_674/index.html
e2e7b683b4c15b7d;Catching Jordan (Hundred Oaks);Young Adult;50.83;Three;0;In stock;14;https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
1b0fc9f777cad045;Carry On, Warrior: Thoughts on Life Unarmed;Default;31.85;Three;0;In stock;14;https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
5f22418922fa728b;Carrie;Default;46.23;Two;0;In stock;14;https://books.toscrape.com/catalogue/carrie_671/index.html
16ef91b9d827859c;Buying In: The Secret Dialogue Between What We Buy and Who We Are;Nonfiction;37.80;Four;0;In stock;14;https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
a80f66b254fe9eb3;Brain on Fire: My Month of Madness;Nonfiction;49.32;Five;0;In stock;14;https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
bf68dcb5fad3cc8c;Batman: Europa;Sequential Art;32.01;Two;0;In stock;14;https://books.toscrape.com/catalogue/batman-europa_668/index.html
999912e63a3262ae;Barefoot Contessa Back to Basics;Food and Drink;28.01;One;0;In stock;14;https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
0e0da9192a025efc;Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again;Food and Drink;50.62;Five;0;In stock;14;https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
9b65f676984c9f0c;Balloon Animals;Fiction;17.03;Three;0;In stock;14;https://books.toscrape.com/catalogue/balloon-animals_665/index.html
ffdc825785c0ede8;Art Ops Vol. 1;Sequential Art;48.80;Three;0;In stock;14;https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
41164b8ac02a2c42;Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1);Young Adult;58.14;Four;0;In stock;14;https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
1fbb5f786e53a0ce;Angels Walking (Angels Walking #1);Add a comment;34.20;Two;0;In stock;14;https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
ad41c24ccac0c7ce;Angels & Demons (Robert Langdon #1);Default;51.48;Three;0;In stock;14;https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
39861fc1c0845d15;All the Light We Cannot See;Historical;29.87;Five;0;In stock;14;https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
5319169a72714c62;Adulthood Is a Myth: A "Sarah's Scribbles" Collection;Sequential Art;10.90;Two;0;In stock;14;https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
cf1aa2fc02a7d1e0;Abstract City;Nonfiction;56.37;Five;0;In stock;14;https://books.toscrape.com/catalogue/abstract-city_658/index.html
4416c474713ec1f5;A Time of Torment (Charlie Parker #14);Mystery;48.35;Five;0;In stock;14;https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
63ee5bc46066a8a8;A Study in Scarlet (Sherlock Holmes #1);Mystery;16.73;Two;0;In stock;14;https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
c1379d3744f1dd2c;A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer;Add a comment;56.48;Two;0;In stock;14;https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
1ad06aed9349af46;A People's History of the United States;Add a comment;40.79;Two;0;In stock;14;https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
8682c03de6a844ff;A Man Called Ove;Fiction;39.72;One;0;In stock;14;https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
d5e0526e1ab682a3;A Distant Mirror: The Calamitous 14th Century;History;14.58;Three;0;In stock;14;https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
01a177623cce9596;A Brush of Wings (Angels Walking #3);Add a comment;55.51;One;0;In stock;14;https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
6e8e5626ac4d279e;1491: New Revelations of the Americas Before Columbus;History;21.80;Three;0;In stock;14;https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
ac5e0d3938caf686;The Three Searches, Meaning, and the Story;Default;13.33;Three;0;In stock;13;https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
2f0213137a80d485;Searching for Meaning in Gailana;Fantasy;38.73;One;0;In stock;13;https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
44d97b6707dae3f0;Rook;Add a comment;37.86;Four;0;In stock;13;https://books.toscrape.com/catalogue/rook_647/index.html
8bbd7df8a324f31d;My Kitchen Year: 136 Recipes That Saved My Life;Food and Drink;11.53;Two;0;In stock;13;https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
4be9d1910f8a4e80;13 Hours: The Inside Account of What Really Happened In Benghazi;Nonfiction;27.06;One;0;In stock;13;https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
077b635ff2afc578;Will You Won't You Want Me?;Womens Fiction;13.86;Three;0;In stock;12;https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
148715df5a02ea5e;Tipping Point for Planet Earth: How Close Are We to the Edge?;Science;37.55;One;0;In stock;12;https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
4a7a25be293ad678;The Star-Touched Queen;Fantasy;32.30;Five;0;In stock;12;https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
ce1ae197ada2aec4;The Silent Sister (Riley MacPherson #1);Fiction;46.29;Five;0;In stock;12;https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
14e44163678e24dc;The Midnight Watch: A Novel of the Titanic and the Californian;Add a comment;26.20;One;0;In stock;12;https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
582a21a1dbbef3cf;The Lonely City: Adventures in the Art of Being Alone;Nonfiction;33.26;Two;0;In stock;12;https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
3063c7e95d0bf76f;The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore;Add a comment;59.15;Four;0;In stock;12;https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
235fa48eeed11d82;The Golden Condom: And Other Essays on Love Lost and Found;Psychology;39.43;One;0;In stock;12;https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
f732d7d18a91d2ba;The Epidemic (The Program 0.6);Young Adult;14.44;Five;0;In stock;12;https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
c6ca293d4810e0d5;The Dinner Party;Fiction;56.54;Two;0;In stock;12;https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
54fc03f1e1d355db;The Diary of a Young Girl;Nonfiction;59.90;Three;0;In stock;12;https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
64fd010bf8d15096;The Children;Add a comment;11.88;Three;0;In stock;12;https://books.toscrape.com/catalogue/the-children_633/index.html
b63ea3f7a57ae099;Stars Above (The Lunar Chronicles #4.5);Young Adult;48.05;Two;0;In stock;12;https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
f40fea200e0c644f;Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas;Nonfiction;21.21;Three;0;In stock;12;https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
ebf81a62e4798fd1;Raspberry Pi Electronics Projects for the Evil Genius;Default;49.67;Four;0;In stock;12;https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
8976d9161c027142;Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two;Business;43.14;One;0;In stock;12;https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
b8d7b3f5c7a95d65;Psycho: Sanitarium (Psycho #1.5);Horror;36.97;Five;0;In stock;12;https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
abdd91e96515a617;Poisonous (Max Revere Novels #3);Mystery;26.80;Three;0;In stock;12;https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
81ef44fcc5f454df;One with You (Crossfire #5);Add a comment;15.71;Four;0;In stock;12;https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
db84624b151cbe06;No Love Allowed (Dodge Cove #1);Young Adult;54.65;Four;0;In stock;12;https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
e7fe3bf2768602cf;Murder at the 42nd Street Library (Raymond Ambler #1);Mystery;54.36;Four;0;In stock;12;https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
c039f5aceb093537;Most Wanted;Mystery;35.28;Three;0;In stock;12;https://books.toscrape.com/catalogue/most-wanted_623/index.html
9546d537fbf99eb6;Love, Lies and Spies;Historical Fiction;20.55;Two;0;In stock;12;https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
b978c9852cde91bd;How to Speak Golf: An Illustrated Guide to Links Lingo;Default;58.32;Five;0;In stock;12;https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
bddc6fd036eb6279;Hide Away (Eve Duncan #20);Mystery;11.84;One;0;In stock;12;https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
c6a29d6df8de968c;Furiously Happy: A Funny Book About Horrible Things;Nonfiction;41.46;Four;0;In stock;12;https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
76319fe9d8b465a3;Everyday Italian: 125 Simple and Delicious Recipes;Food and Drink;20.10;Five;0;In stock;12;https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
3968e3fbf4695d7c;Equal Is Unfair: America's Misguided Fight Against Income Inequality;Politics;56.86;One;0;In stock;12;https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
6983328f15506cb9;Eleanor & Park;Default;56.51;Five;0;In stock;12;https://books.toscrape.com/catalogue/eleanor-park_616/index.html
df7e628bad5782b4;Dirty (Dive Bar #1);Romance;40.83;Four;0;In stock;12;https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
d069086944f2e330;Can You Keep a Secret? (Fear Street Relaunch #4);Horror;48.64;One;0;In stock;12;https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
49b24c6a41b82bd2;Boar Island (Anna Pigeon #19);Mystery;59.48;Three;0;In stock;12;https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
